85,86,87,66,67,68,76,74,73,72,71
85,86,87,66,67,68,76,75,74,73,72,71
85,86,87,66,67,68,69,73,72,71
85,86,87,66,67,81,79,78,76,74,73,72,71
85,86,87,66,84,83,81,79,78,76,74,73,72,71
85,86,87,66,84,83,81,67,68,76,74,73,72,71
85,86,87,66,67,81,79,78,76,75,74,73,72,71
85,86,87,66,84,83,81,79,78,76,75,74,73,72,71
85,86,87,66,84,83,81,67,68,76,75,74,73,72,71
85,86,87,66,84,83,81,67,68,69,73,72,71
85,86,87,66,84,83,82,81,79,78,76,74,73,72,71
85,86,87,66,84,83,82,81,67,68,76,74,73,72,71
85,86,87,66,84,83,82,81,79,78,76,75,74,73,72,71
85,86,87,66,84,83,82,81,67,68,76,75,74,73,72,71
85,86,87,66,84,83,82,81,67,68,69,73,72,71
85,86,87,66,67,81,79,78,76,68,69,73,72,71
85,86,87,66,84,83,81,79,78,76,68,69,73,72,71
85,86,87,66,84,83,82,81,79,78,76,68,69,73,72,71
